Cod_Prod	Nom_Prod	Concent	Nom_Form_Farm	Presentac	Fracción	Num_RegSan	Nom_Titular	Nom_Fabricante	Nom_IFA	Nom_Rubro	Situación
58304	METACAIN	2 %	Gel	Caja Tubo x 30 g	1	EE05850	AGRIPINO SARMIENTO CCOSCCO	GALENTIC PHARMA (INDIA) PVT. LTD.	LIDOCAINA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
46447	METACAIN	2 %	Jalea	Tubo X 30 g	1	EE05850	AGRIPINO SARMIENTO CCOSCCO	GALENTIC PHARMA (INDIA) PVT. LTD.	LIDOCAINA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
48826	METACAIN	2 %	Jalea	Caja Tubo x 30 g	1	EE05850	AGRIPINO SARMIENTO CCOSCCO	GALENTIC PHARMA (INDIA) PVT. LTD.	LIDOCAINA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
48828	METACAIN	2 %	Jalea	Caja Tubo x 10 g	1	EE05850	AGRIPINO SARMIENTO CCOSCCO	GALENTIC PHARMA (INDIA) PVT. LTD.	LIDOCAINA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
45905	METACALMANS	10 mg	Comprimido	Caja Frasco Comprimidos	25	E23180	MINSA	LABORATORIO SOUBEIRAN CHOBET	METADONA CLORHIDRATO	MEDICAMENTO DE MARCA	ACT
45220	METACALMANS	5 mg	Comprimido	Caja Frasco Compimidos	25	E23319	MINSA	LABORATORIO SOUBEIRAN CHOBET	METADONA CLORHIDRATO	MEDICAMENTO DE MARCA	ACT
57198	METACALMANS	10 mg	Comprimido	Caja Frasco x 25 Comprimidos	1	EE09933	MINSA	LABORATORIO SOUBEIRAN CHOBET	METADONA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
50305	METAGESIC	325 mg + 37.5 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos Recubiertos	50	EE08024	LABORATORIOS BAGO DEL PERU S.A.	LABORATORIO BAGO DE CHILE S.A. - CHILE	PARACETAMOL + CLORHIDRATO DE TRAMADOL	ESPECIALIDAD FARMACEUTICA	ACT
29521	METAGESIC	325 mg + 37.5 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos	50	E21567	LABORATORIOS BAGO DEL PERU S.A.	LABORATORIO BAGO DE CHILE S.A. - CHILE	PARACETAMOL + CLORHIDRATO DE TRAMADOL	MEDICAMENTO DE MARCA	ACT
46219	METAGESIC ODT	325 mg + 37.5 mg	Comprimido Bucodispersable	Caja Envase Blíster Comprimidos Bucodispersables	20	EE05694	LABORATORIOS BAGO DEL PERU S.A.	ATHENA DRUG DELIVERY SOLUTIONS PVT.LTD.	PARACETAMOL + CLORHIDRATO DE TRAMADOL	ESPECIALIDAD FARMACEUTICA	ACT
39388	METAMIZOL	500 mg/ mL	Solución Oral	Frasco X 10 mL	1	EN00695	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
51654	METAMIZOL	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EE06288	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	ZHEJIANG RUIXIN PHARMACEUTICAL CO. LTD.	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
51575	METAMIZOL SODICO	1 g/ 2 mL	Suspensión Inyectable	Caja Ampolla x 2 mL	1	EE08467	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CISEN PHARMACEUTICAL CO., LTD.	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
50239	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	50	EE08467	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CISEN PHARMACEUTICAL CO., LTD.	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
49491	METAMIZOL SODICO	500 mg/ mL	Solución Oral	Caja Frasco x 10mL	1	EN00695	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
54753	METAMIZOL SODICO	500 mg/ mL	Solución Oral	Frasco x 10 mL	1	EN00695	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
53988	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x de 2 mL	100	EE00827	FRESENIUS KABI PERU S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
54431	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EE08467	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CISEN PHARMACEUTICAL CO., LTD.	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
53292	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE09371	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	FARBE FIRMA PVT. LTD	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
55419	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	50	EE10880	DIPHASAC S.A.C.	GUIZHOU TIANDI PHARMACEUTICAL CO., LTD	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
58603	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EE00827	MEDIFARMA S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
57780	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE12143	DROGUERIA CORPORACION FARMASALUD E.I.R.L.	HUAZHONG PHARMACEUTICAL CO., LTD	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
57718	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE10880	DIPHASAC S.A.C.	GUIZHOU TIANDI PHARMACEUTICAL CO., LTD	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
57734	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE01042	VITALIS PERU S.A.C.	VITALIS S.A.C.I.  PLANTA 8 - COLOMBIA	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
38559	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE01042	VITALIS PERU S.A.C.	VITROFARMA S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
34110	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EG5937	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	ZHEJIANG RUIXIN PHARMACEUTICAL CO. LTD.	METAMIZOL DE SODIO	MEDICAMENTO GENERICO	ACT
37197	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37198	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	50	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37199	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	200	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37200	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	3	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37201	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	5	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37202	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	25	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37203	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	20	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37204	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	1	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
37205	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EE00827	SANDERSON S.A.	LABORATORIO SANDERSON S.A.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
46138	METAMIZOL SODICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	50	EE06288	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	ZHEJIANG	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
58690	METAMIZOL SÓDICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	100	EE12394	GRUPO EMPRESARIAL MENDOZA FARMACEUTICAS S.A.C.- GEMEFAR S.A.C.	GUIZHOU TIANDI PHARMACEUTICAL CO., LTD	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
60258	METAMIZOL SÓDICO	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE12394	GRUPO EMPRESARIAL MENDOZA FARMACEUTICAS S.A.C.- GEMEFAR S.A.C.	GUIZHOU TIANDI PHARMACEUTICAL CO., LTD	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
59412	METAPIRON	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE12730	M & F TRADING SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA	SHANDONG XIER KANGTAI PHARMACEUTICAL CO., LTD.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
55528	METAPIRON	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE10824	M & F TRADING SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA	REYOUNG PHARMACEUTICAL CO. LTD.	METAMIZOL SODICO MONOHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
59179	METAPLUS	500 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	50	EE12426	CSP LIFESCIENCES PERU S.A.C.	SALUD CARE (INDIA) LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59180	METAPLUS F	1000 mg	Tableta de Liberación Prolongada	Caja Envase Blíster Tableta de Liberación Prolongada	30	EE12427	CSP LIFESCIENCES PERU S.A.C.	SALUD CARE (INDIA) LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
52979	METBACT	500 mg	Tableta	Caja Envase Blíster Tableta	100	EN03716	CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.	LABORATORIOS PORTUGAL S.R.L.	METRONIDAZOL	ESPECIALIDAD FARMACEUTICA	ACT
56798	METCOFAGE 0.5	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EE11652	NORDIC PHARMACEUTICAL COMPANY S.A.C.	SAIN MEDICAMENTS PVT. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
56077	METCOFAGE 0.85	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE11517	NORDIC PHARMACEUTICAL COMPANY S.A.C.	SAIN MEDICAMENTS PVT. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59606	METDIABET-HG	500 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE12640	AXIERTA S.A.C.	SALUD CARE (INDIA) LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59827	METEORFLAT 80	80 mg	Tableta Masticable	Caja Envase Blíster Tableta Masticable	120	EN08605	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
59874	METEORFLAT EXTRA	120 mg	Tableta Masticable	Caja Envase Blíster Tableta Masticable	120	EN08516	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.	SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
38931	METEOSPASMYL		Cápsula Blanda	Caja Envase Blister Cápsulas	30	EE00767	LABORATORIOS BIOPAS SOCIEDAD ANONIMA CERRADA	BIOPAS	CITRATO DE ALVERINA + SIMETICONA	ESPECIALIDAD FARMACEUTICA	ACT
48735	METFEVRIL	1 g/ 2 mL	Solución Inyectable	Caja Ampolla x 2 mL	10	EE07481	DROGUERIA DISTRIBUIDORA DANY S.A.C.	JIANGSU RUINIAN QIANJIN PHARMACEUTICAL CO., LTD	METAMIZOL DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
46445	METFINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EE03870	NORDIC PHARMACEUTICAL COMPANY S.A.C.	LINCOLN PHARMACEUTICALS LTD. INDIA	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
56794	METFORBIOTECH	500 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE04875	FARMACEUTICA BIOTECH SOCIEDAD ANONIMA CERRADA - BIOTECH S.A.C.	MEDICAMEN BIOTECH LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
55463	METFORCAD 850	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE10743	DROGUERIA CADILLO S.A.C.	GLOBAL PHARMA HEALTHCARE PVT.LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
60045	METFORMARIS XR	500 mg	Tableta de Liberación Prolongada	Caja Envase Blíster Tableta de Liberación Prolongada	30	EE13073	PHARMARIS PERU S.A.C.	PINNACLE LIFE SCIENCE PRIVATE LIMITED	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
60047	METFORMARIS XR®	750 mg	Tableta de Liberación Prolongada	Caja Envase Blíster Tableta de Liberación Prolongada	30	EE13163	PHARMARIS PERU S.A.C.	PINNACLE LIFE SCIENCE PRIVATE LIMITED	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
60048	METFORMARIS XR®	1000 mg	Tableta de Liberación Prolongada	Caja Envase Blíster Tableta de Liberación Prolongada	30	EE13164	PHARMARIS PERU S.A.C.	PINNACLE LIFE SCIENCE PRIVATE LIMITED	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
58771	METFORMAX	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE12273	DROGUERIA DISTRIBUIDORA DANY S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
58772	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE12459	DROGUERIA DISTRIBUIDORA DANY S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
58746	METFORMINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	300	EE04703	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
58672	METFORMINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	50	EE11841	PEREDA DISTRIBUIDORES S.R.L.	RHYDBURG PHARMACEUTICALS LTD	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
58358	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	900	EE04657	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
57860	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE00131	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59982	METFORMINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	30	EE04703	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59795	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE13477	GRUPO EMPRESARIAL MENDOZA FARMACEUTICAS S.A.C.- GEMEFAR S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
59550	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	30	EE04657	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
53342	METFORMINA	850 mg	Tableta	Caja Envase Blíster Tabletas	10	EE04818	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
53665	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EE05588	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
54851	METFORMINA	850 mg	Tableta	Caja Envase Blíster Tabletas	100	EE00131	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
45779	METFORMINA	850 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos Recubiertos	100	EN05802	PERUFARMA S.A.	CIFARMA S.A.C. - LIMA - PERÚ	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
45646	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EE05588	PHARMAGEN S.A.C.	NORTH CHINA PHARMACEUTICAL CO., LTD	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
47658	METFORMINA	500 mg	Tableta	Caja Envase Blíster Tabletas	100	EE01083	SHERFARMA S.A.C.	REYOUNG PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
45084	METFORMINA	850 mg	Tableta	Caja Envase Blíster Tabletas	100	EE04818	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
45277	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	30	EE04657	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
45278	METFORMINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	30	EE04703	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
44318	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	EN05663	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
43761	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blister Tabletas	300	EN03986	MEDIFARMA S.A.	MEDIFARMA S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
38527	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	30	EN01353	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
41149	METFORMINA	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	30	EE04703	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
41202	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	EN00269	ALBIS S.A.C.	ALBIS S.A.C. - PERU	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
41129	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	EN01353	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
40616	METFORMINA	850 mg	Tableta Recubierta	Caja Envase Blister Tabletas	30	EE04657	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
37377	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	EE00131	PHARMAGEN S.A.C.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
29180	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
27638	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	100	NG5412	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
30143	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	250	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
30144	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	300	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
30145	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	500	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
29998	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	25	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
29899	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	10	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
29908	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	20	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
29884	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	1	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
29719	METFORMINA	850 mg	Tableta	Caja Envase Blister Tabletas	50	EG6406	LABORATORIOS AMERICANOS S.A. - LABOT S.A.	CSPC OUYI PHARMACEUTICAL CO. LTD.	CLORHIDRATO DE METFORMINA	MEDICAMENTO GENERICO	ACT
41254	METFORMINA CLORHIDRATO	850 mg	Tableta	Caja Envase Blister Tabletas	100	EE04023	JPS DISTRIBUCIONES E.I.R.L	CIRON DRUGS & PHARMACEUTICALS PVT.LTD	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
42763	METFORMINA CLORHIDRATO	850 mg	Tableta Recubierta	Caja Envase Blister Tabletas	100	EN03546	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
48315	METFORMINA CLORHIDRATO	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas 	30	EN00781	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
48691	METFORMINA CLORHIDRATO	500 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	50	EN06047	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
53362	METFORMINA CLORHIDRATO	850 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE09876	DROGUERIA INVERSIONES JPS S.A.C.	SHOUGUANG FUKANG PHARMACEUTICAL CO., LTD.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
50590	METFORMINA CLORHIDRATO	850 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EN00781	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORHIDRATO DE METFORMINA	ESPECIALIDAD FARMACEUTICA	ACT
